INDEX,GENERAL,CHOOSE,SPIN,总押注,rtp,rtp_check,base_rtp,base_ways_rtp,free_rtp,free_ways_rtp,总赢钱,Ways赢钱,BaseWays,FreeWays,Hit,Hit率,>5x,>10x,>20x,>50x,>100x,>1000x,触发Free,Free频率,Free次数,FreeSpin,Free重触发,Free平均次数,Free平均倍,main_win_times,main_win_rate,free_win_times,free_win_rate,ok,错误,status,FREE_GENERAL,连消0次,连消1次,连消2次,连消3次,连消4次,连消5次,连消6次,连消7次,连消8次,连消9次,连消10+次,base_main_cascade_counts_rtp
0,1,0,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,"choose_index must be 1-5, got 0",,0,,,,,,,,,,,,
0,1,1,10000000,100000000000,0.9706284788799999,0.970607445,0.6624918088799999,0.662470775,0.30813667,0.30813667,97060744500,97060744500,66247077500,30813667000,2955012,0.2955012,341088,167237,82139,30627,9109,0,49136,0.0049136,1268232,1268232,3707,25.810647997394984,62.71097972972973,2919429,0.2919429,392382,0.3093929186457998,True,,"{""base"": {""free"": 49136, ""main_cascade_counts"": [7080571, 2103388, 579674, 169072, 48334, 13578, 3901, 1072, 295, 87, 28], ""spin"": 10000000, ""ways"": [2919429, 66247077500]}, ""bet"": 100000000000, ""free"": {""free"": 3707, ""spin"": 1268232, ""ways"": [392382, 30813667000]}, ""free_times"": 1268232, ""gt_1000x"": 0, ""gt_100x"": 9109, ""gt_10x"": 167237, ""gt_20x"": 82139, ""gt_50x"": 30627, ""gt_5x"": 341088, ""hit"": 2955012, ""wins"": 97060744500}",1,7080571,2103388,579674,169072,48334,13578,3901,1072,295,87,28,2.103388e-05
0,1,1,10000000,100000000000,1.05395399429,1.053932915,0.65905991929,0.65903884,0.394894075,0.394894075,105393291500,105393291500,65903884000,39489407500,2955599,0.2955599,340030,167450,84148,36585,14061,0,49195,0.0049195,1337664,1337664,6541,27.19105600162618,80.27118101433072,2920101,0.2920101,453781,0.33923391823357735,True,,"{""base"": {""free"": 49195, ""main_cascade_counts"": [7079899, 2107929, 576429, 168586, 48091, 13664, 3841, 1140, 300, 88, 33], ""spin"": 10000000, ""ways"": [2920101, 65903884000]}, ""bet"": 100000000000, ""free"": {""free"": 6541, ""spin"": 1337664, ""ways"": [453781, 39489407500]}, ""free_times"": 1337664, ""gt_1000x"": 0, ""gt_100x"": 14061, ""gt_10x"": 167450, ""gt_20x"": 84148, ""gt_50x"": 36585, ""gt_5x"": 340030, ""hit"": 2955599, ""wins"": 105393291500}",1,7079899,2107929,576429,168586,48091,13664,3841,1140,300,88,33,2.107929e-05
0,1,1,10000000,100000000000,0.9953477268800001,0.995326675,0.6607340068800001,0.660712955,0.33461372,0.33461372,99532667500,99532667500,66071295500,33461372000,2955094,0.2955094,340292,166834,82939,32655,10562,0,49395,0.0049395,1295616,1295616,4589,26.229699362283633,67.74242737119143,2919282,0.2919282,413019,0.3187819539122703,True,,"{""base"": {""free"": 49395, ""main_cascade_counts"": [7080718, 2105188, 578343, 168497, 48244, 13600, 3843, 1159, 298, 82, 28], ""spin"": 10000000, ""ways"": [2919282, 66071295500]}, ""bet"": 100000000000, ""free"": {""free"": 4589, ""spin"": 1295616, ""ways"": [413019, 33461372000]}, ""free_times"": 1295616, ""gt_1000x"": 0, ""gt_100x"": 10562, ""gt_10x"": 166834, ""gt_20x"": 82939, ""gt_50x"": 32655, ""gt_5x"": 340292, ""hit"": 2955094, ""wins"": 99532667500}",1,7080718,2105188,578343,168497,48244,13600,3843,1159,298,82,28,2.105188e-05
0,1,5,10000000,100000000000,0.98537915764,0.985358085,0.6584210426399999,0.65839997,0.326958115,0.326958115,98535808500,98535808500,65839997000,32695811500,2953045,0.2953045,332534,156386,69304,23996,10724,26,49474,0.0049474,548164,548164,2220,11.07983991591543,66.08685673282938,2919204,0.2919204,175391,0.31996081464671156,True,,"{""base"": {""free"": 49474, ""main_cascade_counts"": [7080796, 2107264, 576439, 168711, 47777, 13684, 3825, 1081, 310, 82, 31], ""spin"": 10000000, ""ways"": [2919204, 65839997000]}, ""bet"": 100000000000, ""free"": {""free"": 2220, ""spin"": 548164, ""ways"": [175391, 32695811500]}, ""free_times"": 548164, ""gt_1000x"": 26, ""gt_100x"": 10724, ""gt_10x"": 156386, ""gt_20x"": 69304, ""gt_50x"": 23996, ""gt_5x"": 332534, ""hit"": 2953045, ""wins"": 98535808500}",1|2|3|4,7080796,2107264,576439,168711,47777,13684,3825,1081,310,82,31,2.107264e-05
8,1,3,100000,1000000000,50.445776549,50.4456865,0.562072049,0.561982,49.8837045,49.8837045,50445686500,50445686500,561982000,49883704500,100000,1.0,83983,74560,59071,32222,14427,3,100000,1.0,805952,805952,744,8.05952,49.8837045,100000,1.0,223682,0.2775376201064083,True,,"{""base"": {""free"": 100000, ""main_cascade_counts"": [0, 90049, 8617, 1220, 91, 23, 0, 0, 0, 0, 0], ""spin"": 100000, ""ways"": [100000, 561982000]}, ""bet"": 1000000000, ""free"": {""free"": 744, ""spin"": 805952, ""ways"": [223682, 49883704500]}, ""free_times"": 805952, ""gt_1000x"": 3, ""gt_100x"": 14427, ""gt_10x"": 74560, ""gt_20x"": 59071, ""gt_50x"": 32222, ""gt_5x"": 83983, ""hit"": 100000, ""wins"": 50445686500}",3,0,90049,8617,1220,91,23,0,0,0,0,0,9.0049e-05
8,1,2,100000,1000000000,50.583425137,50.583335,0.5597541370000001,0.559664,50.023671,50.023671,50583335000,50583335000,559664000,50023671000,100000,1.0,91972,83596,67213,35092,13347,2,100000,1.0,1212504,1212504,1042,12.12504,50.023671,100000,1.0,341003,0.2812386598312253,True,,"{""base"": {""free"": 100000, ""main_cascade_counts"": [0, 90137, 8488, 1265, 88, 20, 2, 0, 0, 0, 0], ""spin"": 100000, ""ways"": [100000, 559664000]}, ""bet"": 1000000000, ""free"": {""free"": 1042, ""spin"": 1212504, ""ways"": [341003, 50023671000]}, ""free_times"": 1212504, ""gt_1000x"": 2, ""gt_100x"": 13347, ""gt_10x"": 83596, ""gt_20x"": 67213, ""gt_50x"": 35092, ""gt_5x"": 91972, ""hit"": 100000, ""wins"": 50583335000}",2,0,90137,8488,1265,88,20,2,0,0,0,0,9.0137e-05
8,1,1,100000,1000000000,50.542281918,50.542192,0.567271918,0.567182,49.97501,49.97501,50542192000,50542192000,567182000,49975010000,100000,1.0,98762,94914,81420,39484,9554,0,100000,1.0,2457744,2457744,2406,24.57744,49.97501,100000,1.0,693041,0.2819825824007708,True,,"{""base"": {""free"": 100000, ""main_cascade_counts"": [0, 89918, 8709, 1250, 103, 19, 1, 0, 0, 0, 0], ""spin"": 100000, ""ways"": [100000, 567182000]}, ""bet"": 1000000000, ""free"": {""free"": 2406, ""spin"": 2457744, ""ways"": [693041, 49975010000]}, ""free_times"": 2457744, ""gt_1000x"": 0, ""gt_100x"": 9554, ""gt_10x"": 94914, ""gt_20x"": 81420, ""gt_50x"": 39484, ""gt_5x"": 98762, ""hit"": 100000, ""wins"": 50542192000}",1,0,89918,8709,1250,103,19,1,0,0,0,0,8.9918e-05
8,1,4,100000,1000000000,50.345252066,50.345162,0.542678066,0.542588,49.802574,49.802574,50345162000,50345162000,542588000,49802574000,100000,1.0,77217,67955,53559,30206,14637,9,100000,1.0,603492,603492,582,6.03492,49.802574,100000,1.0,167649,0.2777982143922372,True,,"{""base"": {""free"": 100000, ""main_cascade_counts"": [0, 90066, 8573, 1244, 93, 21, 3, 0, 0, 0, 0], ""spin"": 100000, ""ways"": [100000, 542588000]}, ""bet"": 1000000000, ""free"": {""free"": 582, ""spin"": 603492, ""ways"": [167649, 49802574000]}, ""free_times"": 603492, ""gt_1000x"": 9, ""gt_100x"": 14637, ""gt_10x"": 67955, ""gt_20x"": 53559, ""gt_50x"": 30206, ""gt_5x"": 77217, ""hit"": 100000, ""wins"": 50345162000}",4,0,90066,8573,1244,93,21,3,0,0,0,0,9.0066e-05
8,1,5,100000,1000000000,50.083151127,50.083061,0.546894127,0.546804,49.536257,49.536257,50083061000,50083061000,546804000,49536257000,100000,1.0,80171,69048,53335,29615,14317,15,100000,1.0,1056304,1056304,1002,10.56304,49.536257,100000,1.0,295162,0.27942902800708885,True,,"{""base"": {""free"": 100000, ""main_cascade_counts"": [0, 90127, 8568, 1200, 93, 11, 1, 0, 0, 0, 0], ""spin"": 100000, ""ways"": [100000, 546804000]}, ""bet"": 1000000000, ""free"": {""free"": 1002, ""spin"": 1056304, ""ways"": [295162, 49536257000]}, ""free_times"": 1056304, ""gt_1000x"": 15, ""gt_100x"": 14317, ""gt_10x"": 69048, ""gt_20x"": 53335, ""gt_50x"": 29615, ""gt_5x"": 80171, ""hit"": 100000, ""wins"": 50083061000}",1|2|3|4,0,90127,8568,1200,93,11,1,0,0,0,0,9.0127e-05
8,1,5,100000,1000000000,50.313434553,50.3133445,0.5464865529999999,0.5463965,49.766948,49.766948,50313344500,50313344500,546396500,49766948000,100000,1.0,80265,69211,53539,29589,14329,16,100000,1.0,1056434,1056434,987,10.56434,49.766948,100000,1.0,295504,0.27971837332005595,True,,"{""base"": {""free"": 100000, ""main_cascade_counts"": [0, 90053, 8551, 1284, 93, 16, 2, 1, 0, 0, 0], ""spin"": 100000, ""ways"": [100000, 546396500]}, ""bet"": 1000000000, ""free"": {""free"": 987, ""spin"": 1056434, ""ways"": [295504, 49766948000]}, ""free_times"": 1056434, ""gt_1000x"": 16, ""gt_100x"": 14329, ""gt_10x"": 69211, ""gt_20x"": 53539, ""gt_50x"": 29589, ""gt_5x"": 80265, ""hit"": 100000, ""wins"": 50313344500}",1|2|3|4,0,90053,8551,1284,93,16,2,1,0,0,0,9.0053e-05
13,1,1,100000,1000000000,0.562775766,0.5627615,0.299582266,0.299568,0.2631935,0.2631935,562761500,562761500,299568000,263193500,18330,0.1833,1459,695,423,226,89,0,380,0.0038,10248,10248,47,26.96842105263158,69.26144736842106,18111,0.18111,3234,0.3155737704918033,True,,"{""base"": {""free"": 380, ""main_cascade_counts"": [81889, 14266, 3100, 594, 125, 22, 3, 1, 0, 0, 0], ""spin"": 100000, ""ways"": [18111, 299568000]}, ""bet"": 1000000000, ""free"": {""free"": 47, ""spin"": 10248, ""ways"": [3234, 263193500]}, ""free_times"": 10248, ""gt_1000x"": 0, ""gt_100x"": 89, ""gt_10x"": 695, ""gt_20x"": 423, ""gt_50x"": 226, ""gt_5x"": 1459, ""hit"": 18330, ""wins"": 562761500}",1,81889,14266,3100,594,125,22,3,1,0,0,0,1.4266e-05
13,1,1,100000,1000000000,0.531792222,0.531778,0.299262222,0.299248,0.23253,0.23253,531778000,531778000,299248000,232530000,18122,0.18122,1420,718,421,186,65,0,360,0.0036,9624,9624,41,26.733333333333334,64.59166666666667,17914,0.17914,2964,0.30798004987531175,True,,"{""base"": {""free"": 360, ""main_cascade_counts"": [82086, 14222, 2968, 591, 108, 24, 1, 0, 0, 0, 0], ""spin"": 100000, ""ways"": [17914, 299248000]}, ""bet"": 1000000000, ""free"": {""free"": 41, ""spin"": 9624, ""ways"": [2964, 232530000]}, ""free_times"": 9624, ""gt_1000x"": 0, ""gt_100x"": 65, ""gt_10x"": 718, ""gt_20x"": 421, ""gt_50x"": 186, ""gt_5x"": 1420, ""hit"": 18122, ""wins"": 531778000}",1,82086,14222,2968,591,108,24,1,0,0,0,0,1.4222e-05
13,1,1,100000,1000000000,0.542318821,0.5423045,0.301597821,0.3015835,0.240721,0.240721,542304500,542304500,301583500,240721000,18232,0.18232,1477,693,430,204,65,0,384,0.00384,10584,10584,57,27.5625,62.68776041666666,18001,0.18001,3281,0.3099962207105064,True,,"{""base"": {""free"": 384, ""main_cascade_counts"": [81999, 14321, 2918, 625, 111, 22, 2, 2, 0, 0, 0], ""spin"": 100000, ""ways"": [18001, 301583500]}, ""bet"": 1000000000, ""free"": {""free"": 57, ""spin"": 10584, ""ways"": [3281, 240721000]}, ""free_times"": 10584, ""gt_1000x"": 0, ""gt_100x"": 65, ""gt_10x"": 693, ""gt_20x"": 430, ""gt_50x"": 204, ""gt_5x"": 1477, ""hit"": 18232, ""wins"": 542304500}",1,81999,14321,2918,625,111,22,2,2,0,0,0,1.4321e-05
13,1,1,1000000,10000000000,0.9812823842,0.9812587,0.5549387842,0.5549151,0.4263436,0.4263436,9812587000,9812587000,5549151000,4263436000,319048,0.319048,28291,13842,7874,3659,1189,0,6558,0.006558,177408,177408,834,27.052150045745655,65.01122293382129,314564,0.314564,56316,0.31743777056277056,True,,"{""base"": {""free"": 6558, ""main_cascade_counts"": [685436, 236842, 58426, 14610, 3464, 911, 232, 57, 18, 3, 1], ""spin"": 1000000, ""ways"": [314564, 5549151000]}, ""bet"": 10000000000, ""free"": {""free"": 834, ""spin"": 177408, ""ways"": [56316, 4263436000]}, ""free_times"": 177408, ""gt_1000x"": 0, ""gt_100x"": 1189, ""gt_10x"": 13842, ""gt_20x"": 7874, ""gt_50x"": 3659, ""gt_5x"": 28291, ""hit"": 319048, ""wins"": 9812587000}",1,685436,236842,58426,14610,3464,911,232,57,18,3,1,2.36842e-05
13,1,1,1000000,10000000000,1.1479554889999999,1.1479336,0.704290589,0.7042687,0.4436649,0.4436649,11479336000,11479336000,7042687000,4436649000,317683,0.317683,37825,19393,10157,4102,1308,0,6819,0.006819,183576,183576,830,26.921249450065993,65.06304443466784,312998,0.312998,58134,0.3166753824029285,True,,"{""base"": {""free"": 6819, ""main_cascade_counts"": [687002, 218890, 64900, 20232, 6307, 1878, 536, 179, 57, 16, 3], ""spin"": 1000000, ""ways"": [312998, 7042687000]}, ""bet"": 10000000000, ""free"": {""free"": 830, ""spin"": 183576, ""ways"": [58134, 4436649000]}, ""free_times"": 183576, ""gt_1000x"": 0, ""gt_100x"": 1308, ""gt_10x"": 19393, ""gt_20x"": 10157, ""gt_50x"": 4102, ""gt_5x"": 37825, ""hit"": 317683, ""wins"": 11479336000}",1,687002,218890,64900,20232,6307,1878,536,179,57,16,3,2.1889e-05
13,1,1,1000000,10000000000,1.3723114909,1.3722885,0.9235969409,0.92357395,0.44871455,0.44871455,13722885000,13722885000,9235739500,4487145500,329476,0.329476,46840,24775,12546,4909,1559,0,6772,0.006772,183864,183864,889,27.150620200826936,66.2602702303603,326102,0.326102,58506,0.3182025845189923,True,,"{""base"": {""free"": 6772, ""main_cascade_counts"": [673898, 229909, 67837, 20060, 5877, 1734, 485, 134, 48, 13, 5], ""spin"": 1000000, ""ways"": [326102, 9235739500]}, ""bet"": 10000000000, ""free"": {""free"": 889, ""spin"": 183864, ""ways"": [58506, 4487145500]}, ""free_times"": 183864, ""gt_1000x"": 0, ""gt_100x"": 1559, ""gt_10x"": 24775, ""gt_20x"": 12546, ""gt_50x"": 4909, ""gt_5x"": 46840, ""hit"": 329476, ""wins"": 13722885000}",1,673898,229909,67837,20060,5877,1734,485,134,48,13,5,2.29909e-05
13,1,1,1000000,10000000000,1.4514904654,1.45146715,1.0186139654,1.01859065,0.4328765,0.4328765,14514671500,14514671500,10185906500,4328765000,338488,0.338488,51447,26493,13178,4933,1562,0,6563,0.006563,177240,177240,822,27.005942404388236,65.95710802986439,335228,0.335228,56213,0.3171575265177161,True,,"{""base"": {""free"": 6563, ""main_cascade_counts"": [664772, 233154, 70900, 22018, 6449, 1909, 549, 182, 47, 15, 5], ""spin"": 1000000, ""ways"": [335228, 10185906500]}, ""bet"": 10000000000, ""free"": {""free"": 822, ""spin"": 177240, ""ways"": [56213, 4328765000]}, ""free_times"": 177240, ""gt_1000x"": 0, ""gt_100x"": 1562, ""gt_10x"": 26493, ""gt_20x"": 13178, ""gt_50x"": 4933, ""gt_5x"": 51447, ""hit"": 338488, ""wins"": 14514671500}",1,664772,233154,70900,22018,6449,1909,549,182,47,15,5,2.33154e-05
13,1,1,1000000,10000000000,1.4673834105999999,1.46736005,1.0247680106,1.02474465,0.4426154,0.4426154,14673600500,14673600500,10247446500,4426154000,339772,0.339772,51908,26795,13333,5039,1621,0,6702,0.006702,181248,181248,850,27.04386750223814,66.04228588481051,336501,0.336501,57338,0.3163510769774011,True,,"{""base"": {""free"": 6702, ""main_cascade_counts"": [663499, 233606, 71706, 22066, 6499, 1834, 574, 156, 42, 16, 2], ""spin"": 1000000, ""ways"": [336501, 10247446500]}, ""bet"": 10000000000, ""free"": {""free"": 850, ""spin"": 181248, ""ways"": [57338, 4426154000]}, ""free_times"": 181248, ""gt_1000x"": 0, ""gt_100x"": 1621, ""gt_10x"": 26795, ""gt_20x"": 13333, ""gt_50x"": 5039, ""gt_5x"": 51908, ""hit"": 339772, ""wins"": 14673600500}",1,663499,233606,71706,22066,6499,1834,574,156,42,16,2,2.33606e-05
13,1,1,1000000,10000000000,1.4553846035,1.4553612,1.0176850035,1.0176616,0.4376996,0.4376996,14553612000,14553612000,10176616000,4376996000,339897,0.339897,51910,27009,13231,4857,1544,0,6659,0.006659,179400,179400,816,26.940982129448866,65.73053010962607,336669,0.336669,56635,0.3156911928651059,True,,"{""base"": {""free"": 6659, ""main_cascade_counts"": [663331, 234035, 71466, 22101, 6498, 1830, 525, 147, 53, 9, 5], ""spin"": 1000000, ""ways"": [336669, 10176616000]}, ""bet"": 10000000000, ""free"": {""free"": 816, ""spin"": 179400, ""ways"": [56635, 4376996000]}, ""free_times"": 179400, ""gt_1000x"": 0, ""gt_100x"": 1544, ""gt_10x"": 27009, ""gt_20x"": 13231, ""gt_50x"": 4857, ""gt_5x"": 51910, ""hit"": 339897, ""wins"": 14553612000}",1,663331,234035,71466,22101,6498,1830,525,147,53,9,5,2.34035e-05
13,1,1,1000000,10000000000,1.54057797,1.54055455,1.03243742,1.032414,0.50814055,0.50814055,15405545500,15405545500,10324140000,5081405500,340087,0.340087,52571,27011,13410,5332,1994,0,6597,0.006597,179904,179904,899,27.27057753524329,77.02600424435349,336870,0.33687,57285,0.31841982390608325,True,,"{""base"": {""free"": 6597, ""main_cascade_counts"": [663130, 234200, 71454, 22170, 6472, 1826, 541, 145, 49, 10, 3], ""spin"": 1000000, ""ways"": [336870, 10324140000]}, ""bet"": 10000000000, ""free"": {""free"": 899, ""spin"": 179904, ""ways"": [57285, 5081405500]}, ""free_times"": 179904, ""gt_1000x"": 0, ""gt_100x"": 1994, ""gt_10x"": 27011, ""gt_20x"": 13410, ""gt_50x"": 5332, ""gt_5x"": 52571, ""hit"": 340087, ""wins"": 15405545500}",1,663130,234200,71454,22170,6472,1826,541,145,49,10,3,2.342e-05
13,1,1,1000000,10000000000,1.2544394237,1.25441735,0.7256143237,0.72559225,0.5288251,0.5288251,12544173500,12544173500,7255922500,5288251000,322098,0.322098,38842,19930,10476,4722,1870,0,6782,0.006782,186984,186984,1009,27.570628133294015,77.97480094367442,317458,0.317458,59192,0.3165618448637317,True,,"{""base"": {""free"": 6782, ""main_cascade_counts"": [682542, 220737, 66666, 20728, 6555, 1907, 563, 212, 63, 21, 6], ""spin"": 1000000, ""ways"": [317458, 7255922500]}, ""bet"": 10000000000, ""free"": {""free"": 1009, ""spin"": 186984, ""ways"": [59192, 5288251000]}, ""free_times"": 186984, ""gt_1000x"": 0, ""gt_100x"": 1870, ""gt_10x"": 19930, ""gt_20x"": 10476, ""gt_50x"": 4722, ""gt_5x"": 38842, ""hit"": 322098, ""wins"": 12544173500}",1,682542,220737,66666,20728,6555,1907,563,212,63,21,6,2.20737e-05
13,1,1,1000000,10000000000,1.4770370462,1.4770139,0.9730667462,0.9730436,0.5039703,0.5039703,14770139000,14770139000,9730436000,5039703000,336259,0.336259,49665,25549,12794,5300,1909,0,6637,0.006637,181992,181992,946,27.42082266084074,75.9334488473708,332834,0.332834,57573,0.3163490702888039,True,,"{""base"": {""free"": 6637, ""main_cascade_counts"": [667166, 231462, 70551, 21597, 6507, 1929, 556, 168, 44, 12, 8], ""spin"": 1000000, ""ways"": [332834, 9730436000]}, ""bet"": 10000000000, ""free"": {""free"": 946, ""spin"": 181992, ""ways"": [57573, 5039703000]}, ""free_times"": 181992, ""gt_1000x"": 0, ""gt_100x"": 1909, ""gt_10x"": 25549, ""gt_20x"": 12794, ""gt_50x"": 5300, ""gt_5x"": 49665, ""hit"": 336259, ""wins"": 14770139000}",1,667166,231462,70551,21597,6507,1929,556,168,44,12,8,2.31462e-05
0,1,1,1000000,10000000000,0.9726927511,0.9726717,0.6484831511,0.6484621,0.3242096,0.3242096,9726717000,9726717000,6484621000,3242096000,295902,0.295902,33237,16288,7997,3149,1038,0,4785,0.004785,125400,125400,440,26.20689655172414,67.75540229885058,292467,0.292467,39973,0.3187639553429027,True,,"{""base"": {""free"": 4785, ""main_cascade_counts"": [707533, 210511, 58268, 16858, 4911, 1380, 379, 115, 33, 9, 3], ""spin"": 1000000, ""ways"": [292467, 6484621000]}, ""bet"": 10000000000, ""free"": {""free"": 440, ""spin"": 125400, ""ways"": [39973, 3242096000]}, ""free_times"": 125400, ""gt_1000x"": 0, ""gt_100x"": 1038, ""gt_10x"": 16288, ""gt_20x"": 7997, ""gt_50x"": 3149, ""gt_5x"": 33237, ""hit"": 295902, ""wins"": 9726717000}",1,707533,210511,58268,16858,4911,1380,379,115,33,9,3,2.10511e-05
0,1,1,1000000,10000000000,0.9861002489999999,0.98607925,0.651549449,0.65152845,0.3345508,0.3345508,9860792500,9860792500,6515284500,3345508000,295463,0.295463,33709,16478,8235,3238,1038,0,4888,0.004888,127800,127800,437,26.145662847790508,68.44328968903437,291963,0.291963,40995,0.32077464788732396,True,,"{""base"": {""free"": 4888, ""main_cascade_counts"": [708037, 209990, 58205, 16830, 4997, 1365, 400, 129, 39, 6, 2], ""spin"": 1000000, ""ways"": [291963, 6515284500]}, ""bet"": 10000000000, ""free"": {""free"": 437, ""spin"": 127800, ""ways"": [40995, 3345508000]}, ""free_times"": 127800, ""gt_1000x"": 0, ""gt_100x"": 1038, ""gt_10x"": 16478, ""gt_20x"": 8235, ""gt_50x"": 3238, ""gt_5x"": 33709, ""hit"": 295463, ""wins"": 9860792500}",1,708037,209990,58205,16830,4997,1365,400,129,39,6,2,2.0999e-05
0,1,1,1000000,10000000000,0.9179764444,0.9179562,0.5827182444000001,0.582698,0.3352582,0.3352582,9179562000,9179562000,5826980000,3352582000,274956,0.274956,30506,14926,7592,3195,1059,0,4896,0.004896,129048,129048,481,26.357843137254903,68.47593954248366,271291,0.271291,41337,0.3203226706341826,True,,"{""base"": {""free"": 4896, ""main_cascade_counts"": [728709, 202444, 50587, 13764, 3373, 839, 219, 51, 12, 1, 1], ""spin"": 1000000, ""ways"": [271291, 5826980000]}, ""bet"": 10000000000, ""free"": {""free"": 481, ""spin"": 129048, ""ways"": [41337, 3352582000]}, ""free_times"": 129048, ""gt_1000x"": 0, ""gt_100x"": 1059, ""gt_10x"": 14926, ""gt_20x"": 7592, ""gt_50x"": 3195, ""gt_5x"": 30506, ""hit"": 274956, ""wins"": 9179562000}",1,728709,202444,50587,13764,3373,839,219,51,12,1,1,2.02444e-05
0,1,1,1000000,10000000000,1.0732176498000001,1.0731959,0.7223849998,0.72236325,0.35083265,0.35083265,10731959000,10731959000,7223632500,3508326500,315471,0.315471,36674,18193,8915,3470,1138,0,5041,0.005041,133152,133152,507,26.41380678436818,69.59584407855584,311986,0.311986,42533,0.31943192742129295,True,,"{""base"": {""free"": 5041, ""main_cascade_counts"": [688014, 217498, 65354, 20107, 6210, 1971, 588, 179, 52, 24, 3], ""spin"": 1000000, ""ways"": [311986, 7223632500]}, ""bet"": 10000000000, ""free"": {""free"": 507, ""spin"": 133152, ""ways"": [42533, 3508326500]}, ""free_times"": 133152, ""gt_1000x"": 0, ""gt_100x"": 1138, ""gt_10x"": 18193, ""gt_20x"": 8915, ""gt_50x"": 3470, ""gt_5x"": 36674, ""hit"": 315471, ""wins"": 10731959000}",1,688014,217498,65354,20107,6210,1971,588,179,52,24,3,2.17498e-05
0,1,1,1000000,10000000000,0.9959499388999999,0.99592885,0.6532475889,0.6532265,0.34270235,0.34270235,9959288500,9959288500,6532265000,3427023500,296781,0.296781,33489,16585,8313,3340,1106,0,4986,0.004986,130728,130728,461,26.219013237063777,68.7329221821099,293198,0.293198,42037,0.3215607979927789,True,,"{""base"": {""free"": 4986, ""main_cascade_counts"": [706802, 210889, 58295, 17186, 4829, 1469, 370, 116, 35, 9, 0], ""spin"": 1000000, ""ways"": [293198, 6532265000]}, ""bet"": 10000000000, ""free"": {""free"": 461, ""spin"": 130728, ""ways"": [42037, 3427023500]}, ""free_times"": 130728, ""gt_1000x"": 0, ""gt_100x"": 1106, ""gt_10x"": 16585, ""gt_20x"": 8313, ""gt_50x"": 3340, ""gt_5x"": 33489, ""hit"": 296781, ""wins"": 9959288500}",1,706802,210889,58295,17186,4829,1469,370,116,35,9,0,2.10889e-05
0,1,1,1000000,10000000000,0.9947928873,0.99477185,0.6587815373,0.6587605,0.33601135,0.33601135,9947718500,9947718500,6587605000,3360113500,296407,0.296407,33793,16516,8298,3302,1063,0,4918,0.004918,128256,128256,426,26.078893859292396,68.32276331842212,292887,0.292887,40983,0.31954060628742514,True,,"{""base"": {""free"": 4918, ""main_cascade_counts"": [707113, 210373, 58280, 17276, 4924, 1481, 387, 127, 32, 6, 1], ""spin"": 1000000, ""ways"": [292887, 6587605000]}, ""bet"": 10000000000, ""free"": {""free"": 426, ""spin"": 128256, ""ways"": [40983, 3360113500]}, ""free_times"": 128256, ""gt_1000x"": 0, ""gt_100x"": 1063, ""gt_10x"": 16516, ""gt_20x"": 8298, ""gt_50x"": 3302, ""gt_5x"": 33793, ""hit"": 296407, ""wins"": 9947718500}",1,707113,210373,58280,17276,4924,1481,387,127,32,6,1,2.10373e-05
0,1,1,1000000,10000000000,0.9858341346000001,0.98581305,0.6551248846000001,0.6551038,0.33070925,0.33070925,9858130500,9858130500,6551038000,3307092500,296890,0.29689,33768,16658,8212,3218,1014,0,4911,0.004911,127944,127944,420,26.052535125229078,67.34051109753614,293366,0.293366,40614,0.3174357531419996,True,,"{""base"": {""free"": 4911, ""main_cascade_counts"": [706634, 210846, 58277, 17213, 5061, 1406, 408, 106, 38, 7, 4], ""spin"": 1000000, ""ways"": [293366, 6551038000]}, ""bet"": 10000000000, ""free"": {""free"": 420, ""spin"": 127944, ""ways"": [40614, 3307092500]}, ""free_times"": 127944, ""gt_1000x"": 0, ""gt_100x"": 1014, ""gt_10x"": 16658, ""gt_20x"": 8212, ""gt_50x"": 3218, ""gt_5x"": 33768, ""hit"": 296890, ""wins"": 9858130500}",1,706634,210846,58277,17213,5061,1406,408,106,38,7,4,2.10846e-05
13,1,1,1000000,10000000000,1.4864025779999999,1.4863795,0.974368378,0.9743453,0.5120342,0.5120342,14863795000,14863795000,9743453000,5120342000,336173,0.336173,49825,25730,12897,5258,1974,0,6632,0.006632,181560,181560,933,27.376357056694815,77.20660434258143,332662,0.332662,57324,0.31573033707865167,True,,"{""base"": {""free"": 6632, ""main_cascade_counts"": [667338, 230780, 70597, 22096, 6538, 1861, 561, 157, 47, 18, 7], ""spin"": 1000000, ""ways"": [332662, 9743453000]}, ""bet"": 10000000000, ""free"": {""free"": 933, ""spin"": 181560, ""ways"": [57324, 5120342000]}, ""free_times"": 181560, ""gt_1000x"": 0, ""gt_100x"": 1974, ""gt_10x"": 25730, ""gt_20x"": 12897, ""gt_50x"": 5258, ""gt_5x"": 49825, ""hit"": 336173, ""wins"": 14863795000}",1,667338,230780,70597,22096,6538,1861,561,157,47,18,7,2.3078e-05
